"ID","Nombre completo","Fecha de nacimiento","Direccion","Localidad y Codigo postal","Telefono","Correo electronico","Fecha de alta","Grupo de clientes"
"C0327","Gloria Esteve Perez",1988-11-04,"Lake Worth; FL 33460","9974 Holly Dr.","(487) 768-3548","yfreund@verizon.net",2005-05-05 23:39:51,"D"
"C0328","Alexandra Pedrosa Asensio",1987-12-21,"Lake Wales; FL 33853","7342 Woodland Avenue","(601) 357-6775","fglock@gmail.com",2019-03-26 08:59:09,"E"
"C0329","Lucho Lucio Gallart Bartolome",1998-11-09,"Fort Lauderdale; FL 33309","20 West Gates St.","(296) 236-1828","bebing@hotmail.com",2010-05-20 14:00:59,"E"
"C0330","Lola Vanesa Roda Verdejo",1980-10-04,"Fort Lauderdale; FL 33322","22 Wall St.","(691) 320-1793","cumarana@live.com",2019-09-10 21:56:24,"B"
"C0331","Alejandra Alvarado-Rocamora",1988-12-06,"Fort Lauderdale; FL 33319","7342A Edgefield Street","(919) 955-4757","smpeters@mac.com",2016-08-03 01:08:10,"E"
"C0332","Cristina Navas Sanz",1998-12-13,"Boca Raton; FL 33428","19 Charles St.","(895) 527-9965","madler@gmail.com",2014-06-02 19:04:14,"B"
"C0333","Desiderio Vizcaino Segui",1982-10-14,"Hallandale; FL 33009","8123 York Ave.","(779) 490-1731","mgemmons@yahoo.ca",2018-08-14 23:14:09,"A"
"C0334","Nelida Gallart Ochoa",1978-05-06,"Pensacola; FL 32526","9315 Arcadia St.","(317) 905-9963","lstein@msn.com",2009-07-17 11:49:14,"B"
"C0335","aurea Sandoval Robles",1970-04-17,"Hollywood; FL 33029","9447 Jackson Court","(636) 558-0180","skythe@optonline.net",2009-09-10 08:43:44,"D"
"C0336","Bibiana Azcona",1994-09-27,"Miami; FL 33179","8407 Snake Hill Street","(985) 919-4960","alias@comcast.net",2019-05-29 23:33:34,"D"
"C0337","Marcos Arnal Sola",1977-08-17,"Miami; FL 33183","60 West Prince St.","(558) 212-5147","dburrows@comcast.net",2011-10-19 06:42:42,"C"
"C0338","Soledad Ani Garrido Duran",1970-01-28,"Pompano Beach; FL 33063","192 Birchpond Ave.","(792) 524-2198","eegsa@sbcglobal.net",2016-02-21 15:49:12,"E"
"C0339","Rodolfo Duilio Terron Serrano",1983-12-20,"Lakeland; FL 33801","880 Mayfair St.","(267) 864-5928","gfxguy@hotmail.com",2011-12-05 03:38:54,"D"
"C0340","Carolina Ferreras Bolanos",1971-11-20,"Hialeah; FL 33013","83 8th St.","(496) 239-3951","gumpish@optonline.net",2012-10-26 02:05:57,"D"
"C0341","Eladio Querol",1990-08-07,"West Palm Beach; FL 33411","7270 Shadow Brook Dr.","(252) 667-8366","rhialto@yahoo.com",2020-08-31 02:28:47,"A"
"C0342","Irene Orozco Millan",1970-05-14,"Jacksonville; FL 32208","9505 Sutor Dr.","(609) 330-8191","phyruxus@mac.com",2014-06-13 18:10:23,"D"
"C0343","Yago Heredia Francisco",1988-10-11,"Orlando; FL 32812","26 Lawrence Drive","(439) 401-6738","jshearer@yahoo.com",2013-01-27 15:41:25,"C"
"C0344","Hernan Diego Ferreras",1996-09-04,"West Palm Beach; FL 33415","7147 Heather St.","(946) 600-8214","fwiles@live.com",2009-07-30 15:54:53,"B"
"C0345","Dario Severino Falcon Rodriguez",1994-08-17,"Orlando; FL 32810","287 E. Woodland Ave.","(384) 619-1581","kayvonf@sbcglobal.net",2014-12-18 20:48:19,"C"
"C0346","Eli Rovira Busquets",1978-09-02,"Pompano Beach; FL 33064","16 Monroe Dr.","(675) 655-1424","pappp@icloud.com",2007-01-23 12:44:52,"A"
"C0347","Remedios Barbero Calderon",1991-01-03,"Key West; FL 33040","59 Pumpkin Hill Drive","(842) 708-2942","timlinux@icloud.com",2014-12-02 01:10:45,"D"
"C0348","Telmo Azcona Huerta",1987-01-24,"Panama City; FL 32404","88 Deerfield Street","(656) 301-2331","feamster@mac.com",2017-01-18 18:53:33,"E"
"C0349","Jose Luis Salgado Monreal",1975-08-13,"Hollywood; FL 33025","88 Marsh Road","(728) 554-8409","dexter@yahoo.ca",2012-11-24 15:15:01,"D"
"C0350","Maximiliano Ferrer Sole",1982-02-10,"Winter Springs; FL 32708","251 SW. Ramblewood Ave.","(557) 382-0708","symbolic@optonline.net",2005-09-10 06:12:48,"A"
"C0351","Seve Pellicer Arevalo",1989-07-06,"Miami; FL 33162","15 Bow Ridge Dr.","(395) 354-7424","intlprog@live.com",2005-09-18 03:17:34,"E"
"C0352","Poncio Gallart Cano",1977-04-22,"Miami; FL 33175","691 Baker Rd.","(752) 229-5173","msloan@live.com",2011-11-20 18:22:16,"B"
"C0353","Abril Morante-Portero",1982-07-16,"Port Orange; FL 32127","32 Adams Court","(653) 317-7538","wbarker@aol.com",2015-07-17 12:38:15,"E"
"C0354","Alondra Arroyo Moraleda",1971-06-19,"Tampa; FL 33617","969 Summerhouse Dr.","(720) 816-6636","niknejad@msn.com",2017-10-24 11:38:40,"A"
"C0355","Nando Neira Garcia",1979-03-14,"Fort Lauderdale; FL 33321","61 College Rd.","(392) 567-1811","koudas@icloud.com",2014-11-18 20:52:20,"C"
"C0356","Soraya Puig Estrada",1992-01-17,"Hollywood; FL 33021","344 Summerhouse Ave.","(233) 981-3075","cantu@outlook.com",2013-04-13 22:35:22,"A"
"C0357","Teresita Ferrera Bernat",1984-10-09,"Dunedin; FL 34698","164 Albany Dr.","(469) 699-2655","nighthawk@hotmail.com",2011-01-15 00:43:01,"B"
"C0358","Ignacio Mendez Casanovas",1973-01-12,"West Palm Beach; FL 33414","9028 E. Overlook Street","(311) 568-5798","peterhoeg@yahoo.com",2006-01-14 00:16:55,"C"
"C0359","Isabel Bayo Sanchez",1991-03-27,"Lake Worth; FL 33467","300 San Carlos Street","(930) 839-6069","jonadab@outlook.com",2014-10-31 02:26:24,"A"
"C0360","Ligia Linares Isern",1993-09-13,"Miami; FL 33196","19 Carriage Court","(595) 770-6147","gamma@sbcglobal.net",2011-03-02 11:25:10,"D"
"C0361","Simon Gaya Vallejo",1995-08-09,"Orlando; FL 32818","3 Henry St.","(796) 698-2556","wbarker@sbcglobal.net",2019-01-22 10:39:10,"A"
"C0362","Chus Larranaga Hernando",1993-10-30,"Orlando; FL 32839","7743 Boston Street","(518) 447-3410","conteb@mac.com",2021-03-02 18:54:06,"C"
"C0363","angeles Arevalo Balaguer",1993-03-24,"Brandon; FL 33511","9543 Marlborough Street","(963) 286-3940","mugwump@verizon.net",2019-11-03 12:18:40,"C"
"C0364","Benito Juan Francisco Aramburu Fiol",1984-05-24,"Valrico; FL 33594","42 Lakeshore Avenue","(989) 381-2553","andrei@outlook.com",2008-08-10 03:37:10,"A"
"C0365","Amaya Valderrama Gomis",1994-01-25,"Melbourne; FL 32935","77 Rocky River Ave.","(760) 748-7416","roamer@sbcglobal.net",2010-04-07 18:56:32,"D"
"C0366","Beatriz Rodriguez Iborra",1982-09-25,"Jacksonville; FL 32209","68 Woodland Ave.","(382) 950-9603","malattia@msn.com",2021-01-28 20:32:36,"B"
"C0367","Amilcar Ortega Gallo",1987-01-27,"Fort Lauderdale; FL 33334","9413 Lexington Dr.","(256) 505-6404","aschmitz@sbcglobal.net",2006-09-15 13:22:58,"B"
"C0368","Seve Laguna-Bas",1980-07-05,"Jupiter; FL 33458","727 Cardinal Ave.","(262) 756-8019","ovprit@aol.com",2010-09-07 16:17:44,"A"
"C0369","Francisco Javier Coloma",1986-04-22,"Deltona; FL 32738","49 Colonial Street","(437) 405-6290","jaarnial@att.net",2017-09-18 19:46:08,"D"
"C0370","Erasmo Crespo Gallego",1993-01-12,"Boynton Beach; FL 33435","73 Pulaski Street","(582) 368-1385","murty@icloud.com",2014-03-03 21:13:04,"E"
"C0371","Octavio Perello-Losada",1976-04-26,"Fort Lauderdale; FL 33351","9969 Primrose Drive","(659) 871-3879","loscar@sbcglobal.net",2016-07-02 13:43:51,"A"
"C0372","Camila Leticia Arevalo Cuenca",1989-12-20,"Palm Harbor; FL 34683","164 West Coffee St.","(353) 426-1757","telbij@verizon.net",2014-06-15 11:24:55,"D"
"C0373","aurea Manuela Pinol Bernal",1985-07-07,"Homestead; FL 33033","7236 Albany Court","(856) 331-2705","fmtbebuck@live.com",2013-07-28 20:50:33,"C"
"C0374","Carina Arcos Vara",1977-06-20,"Orlando; FL 32837","9 East San Carlos Ave.","(700) 644-2712","evilopie@att.net",2020-07-12 11:55:13,"D"
"C0375","Yago Baro Garmendia",1995-02-28,"Boca Raton; FL 33433","7939 Gates St.","(294) 342-2123","aibrahim@icloud.com",2007-10-21 05:30:09,"C"
"C0376","Antonio Folch Grande",1986-01-10,"Tampa; FL 33612","111 Rockledge Street","(232) 232-3544","uqmcolyv@aol.com",2016-04-21 21:00:19,"A"
"C0377","Jose Ramon de Aguilera",1991-01-18,"Miami; FL 33134","32 Vernon St.","(368) 282-4245","hermes@aol.com",2006-05-22 05:56:32,"D"
"C0378","Dulce Caridad Rojas angel",1980-07-02,"Daytona Beach; FL 32119","794 Philmont Ave.","(606) 269-6077","krueger@msn.com",2010-07-16 11:36:01,"E"
"C0379","Cruz Benitez",1999-12-30,"Jacksonville; FL 32257","7600 Campfire Street","(975) 455-9019","danneng@att.net",2007-09-04 20:26:33,"B"
"C0380","Fabio Carnero Boix",1983-05-04,"Miami; FL 33165","527 South Indian Summer Court","(473) 353-4079","pgolle@yahoo.com",2005-03-15 14:32:27,"B"
"C0381","Nayara Casanovas Alarcon",1995-12-30,"Miami; FL 33177","72 S. Lakeview St.","(845) 455-2297","scitext@comcast.net",2007-12-04 14:55:58,"E"
"C0382","Miguel Villegas Jover",1992-04-30,"Gainesville; FL 32608","47 Leatherwood Ave.","(811) 819-5474","goresky@gmail.com",2010-10-15 20:40:49,"D"
"C0383","Ildefonso Guillen Arrieta",1995-12-09,"Port Saint Lucie; FL 34952","7 Bridle Street","(923) 852-7654","shawnce@optonline.net",2014-10-03 14:25:36,"D"
"C0384","Jose Ignacio Armas Ramirez",1993-04-18,"Tallahassee; FL 32303","3 North Augusta Road","(559) 237-1566","ubergeeb@live.com",2012-12-25 09:59:30,"E"
"C0385","Maria Jesus Celestina Casas Carrasco",1975-02-12,"Tallahassee; FL 32304","848 Lees Creek Ave.","(930) 751-5153","redingtn@yahoo.ca",2008-08-06 06:30:01,"B"
"C0386","Mamen Ledesma Escribano",1995-04-07,"Casselberry; FL 32707","943 Brookside St.","(423) 496-3540","nimaclea@live.com",2005-05-04 21:53:57,"A"
"C0387","Ambrosio Casanovas Piquer",1989-10-04,"Miami; FL 33176","791 Lexington Ave.","(566) 531-0451","iapetus@aol.com",2014-06-29 18:25:30,"D"
"C0388","Joan Ferran Alegria",1985-01-23,"Lake Worth; FL 33463","8429 Bellevue Avenue","(923) 361-1596","skythe@outlook.com",2008-03-01 14:49:29,"A"
"C0389","Vasco Tamayo Barrio",1994-01-07,"Hollywood; FL 33024","46 Marlborough Drive","(479) 389-7125","anicolao@aol.com",2009-05-10 12:36:38,"A"
"C0390","Leire Aroa Alfaro Olmo",1982-12-03,"Hialeah; FL 33018","9064 William St.","(522) 838-0614","hahsler@yahoo.ca",2010-09-09 15:27:19,"C"
"C0391","Felix Guardia Arenas",1993-09-07,"Miami; FL 33173","4 Belmont Drive","(463) 645-5648","tokuhirom@comcast.net",2007-06-13 07:43:17,"D"
"C0392","Gloria Dalmau-Bolanos",1973-06-12,"Miami; FL 33193","788 Glenholme Dr.","(968) 499-4402","mhoffman@live.com",2008-10-15 21:49:21,"D"
"C0393","Eliana Solsona Giron",1983-03-08,"Tampa; FL 33615","93 Magnolia Ave.","(263) 379-6789","mahbub@verizon.net",2011-05-23 14:32:00,"E"
"C0394","Liliana Valdes Bilbao",1999-07-04,"Jacksonville; FL 32225","93 N. Schoolhouse Street","(316) 405-3234","janneh@gmail.com",2013-01-10 08:47:45,"E"
"C0395","Tomasa Feijoo Alvarado",1979-04-08,"Miami; FL 33186","719 Penn Dr.","(443) 667-4609","jonathan@yahoo.com",2020-11-30 00:17:38,"A"
"C0396","Jose angel Velez Vila",1998-01-14,"Pensacola; FL 32503","9 Arrowhead Street","(851) 269-0491","zeitlin@aol.com",2008-01-27 04:36:25,"E"
"C0397","Pio Roma-Estevez",1972-02-27,"Lakeland; FL 33813","176B South Victoria Drive","(727) 313-4625","telbij@yahoo.com",2007-05-14 09:32:51,"D"
"C0398","Amelia Tello-Toledo",1988-12-17,"Sarasota; FL 34231","333 South Tower Ave.","(900) 258-6110","cparis@me.com",2015-02-02 07:19:36,"D"
"C0399","Roberta de Lamas",1991-02-20,"Boynton Beach; FL 33436","952 Acacia Ave.","(984) 388-6360","dburrows@gmail.com",2018-09-28 02:40:18,"D"
"C0400","Primitivo Melero Daza",1975-12-14,"Pompano Beach; FL 33068","9973 Armstrong St.","(994) 832-9514","budinger@gmail.com",2007-06-17 20:40:32,"B"
"C0401","Benigno Sanz Gomis",1998-05-20,"Orlando; FL 32808","8241 Devon Dr.","(470) 309-6205","mnemonic@comcast.net",2012-08-31 11:06:09,"D"
"C0402","Reyna Rivas Porcel",1974-01-28,"Oviedo; FL 32765","419 Sheffield St.","(510) 332-3248","techie@yahoo.ca",2013-09-15 22:43:57,"A"
"C0403","Olivia Goni",1990-12-22,"Orlando; FL 32811","8142 Amherst Circle","(608) 742-9416","timlinux@att.net",2019-10-16 20:21:02,"C"
"C0404","Isaac Morcillo-Calvo",1980-02-26,"Cape Coral; FL 33904","345 South Trenton Dr.","(382) 786-4916","dgriffith@gmail.com",2019-11-14 14:49:18,"E"
"C0405","Asdrubal Franco Montana",1982-08-29,"Middleburg; FL 32068","80 Harvey Drive","(688) 304-8571","credmond@me.com",2015-08-31 20:00:40,"C"
"C0406","Alexandra ambar Armengol Campos",1988-03-22,"Jacksonville; FL 32244","8827 Wilson Lane","(639) 405-1427","vsprintf@live.com",2016-05-23 09:21:22,"D"
"C0407","Calisto Menendez",1975-09-30,"Ormond Beach; FL 32174","7266 Trout Drive","(648) 441-1338","tubajon@yahoo.ca",2009-10-17 17:44:07,"E"
"C0408","Graciana Cintia Iniguez Heras",1992-06-24,"Hialeah; FL 33010","8028 S. Purple Finch Drive","(558) 935-7698","overbom@aol.com",2018-08-19 18:43:19,"D"
"C0409","Mayte Duarte Alfonso",1971-10-02,"Miami; FL 33157","88 South Brickyard Drive","(398) 257-6801","iamcal@me.com",2005-07-09 10:58:19,"E"
"C0410","Maria Teresa Llamas Marino",1983-04-23,"Altamonte Springs; FL 32714","7434 Second Dr.","(226) 474-1021","gboss@icloud.com",2012-03-16 14:04:44,"C"
"C0411","Federico Pizarro Coello",1983-01-05,"Orlando; FL 32825","8280 S. Pineknoll St.","(696) 224-8334","adamk@icloud.com",2006-01-25 12:18:57,"C"
"C0412","Pacifica Cordoba",1995-07-28,"Fort Lauderdale; FL 33317","8335 Hillcrest Drive","(861) 766-3153","formis@yahoo.com",2018-01-06 10:00:28,"D"
"C0413","Rosa Jimenez-Galvez",1971-07-01,"Tampa; FL 33610","8 Deerfield St.","(283) 579-9362","ngedmond@msn.com",2021-04-22 22:26:00,"E"
"C0414","Martirio Bonet",1972-11-12,"Miami; FL 33155","8834 Jefferson St.","(970) 553-9470","amaranth@icloud.com",2016-04-16 20:30:26,"C"
"C0415","Ruy Roldan Lara",1992-09-28,"Deltona; FL 32725","9951 Strawberry Ave.","(251) 956-4735","chaki@verizon.net",2006-10-16 18:04:46,"E"
"C0416","Felisa Mugica Gomez",1974-09-02,"Palm Bay; FL 32907","778 South Street","(461) 415-6750","barlow@mac.com",2012-05-23 04:35:35,"C"
"C0417","Anselma Valentin Malo",1986-08-04,"Tampa; FL 33604","52 Van Dyke Road","(942) 377-8831","barjam@mac.com",2014-11-18 11:32:01,"B"
"C0418","Lino de Busquets",1973-07-09,"Jacksonville; FL 32224","139 Mountainview St.","(209) 879-7336","parents@outlook.com",2014-08-13 22:14:33,"D"
"C0419","Sandra Leiva Aguilo",1990-09-18,"Saint Petersburg; FL 33713","422 Cedar St.","(786) 225-1408","dodong@comcast.net",2018-01-04 12:06:57,"A"
"C0420","Federico Gutierrez Tamarit",1998-12-28,"Fort Lauderdale; FL 33313","472 West Summit Drive","(706) 852-2679","chrisj@gmail.com",2011-05-14 14:41:13,"C"
"C0421","Aristides Exposito Sanchez",1995-11-13,"Venice; FL 34293","99 S. Pumpkin Hill Ave.","(332) 433-7473","overbom@aol.com",2005-06-22 16:01:09,"E"
"C0422","Claudia Ibanez Penas",1981-01-02,"Orlando; FL 32835","7845 Howard St.","(788) 716-6288","eminence@optonline.net",2011-01-24 10:48:56,"C"
"C0423","Roque Bejarano",1979-07-06,"Jacksonville; FL 32246","8974 High Point St.","(969) 824-6307","jonathan@att.net",2007-11-29 18:10:56,"C"
"C0424","Sergio Font Minguez",1991-04-29,"Hollywood; FL 33023","419 High St.","(578) 987-8609","teverett@yahoo.ca",2005-06-09 10:30:13,"E"
"C0425","Luisina Chus Acosta Losa",1971-11-05,"Jacksonville; FL 32211","8847 Oakwood St.","(864) 796-2642","library@me.com",2019-09-19 12:19:53,"C"
"C0426","Eusebia Torre Dalmau",1977-09-02,"Opa Locka; FL 33056","709 Foxrun Ave.","(360) 395-0174","chronos@msn.com",2018-02-13 00:46:50,"A"
"C0427","Pedro Sancho-Garrido",1980-05-01,"Miami Beach; FL 33141","599 Glen Creek Drive","(473) 259-7625","dvdotnet@aol.com",2018-12-07 11:15:03,"E"
"C0428","Blanca Lluch Gonzalo",1998-12-14,"Pompano Beach; FL 33065","214 Adams Street","(585) 896-7221","jguyer@yahoo.com",2014-07-09 04:21:06,"D"
"C0429","Benito Aranda Olivera",1982-04-09,"Miami; FL 33125","1 Grove St.","(516) 505-2111","symbolic@live.com",2015-01-02 08:01:15,"A"
"C0430","Juan Lerma Melero",1983-11-26,"Miami; FL 33172","104 Manor St.","(948) 883-9967","cyrus@outlook.com",2011-10-06 11:57:40,"B"
"C0431","Nayara Fuster Cuesta",1980-03-18,"Tallahassee; FL 32308","832 West Dunbar Court","(719) 644-3160","russotto@att.net",2014-10-17 23:00:37,"A"
"C0432","Maricela Mendizabal-Tejera",1998-07-25,"Sarasota; FL 34232","7704 Vale Ave.","(600) 967-9596","fmtbebuck@outlook.com",2009-03-29 01:21:40,"D"
"C0433","Silvio Ledesma Planas",1988-04-21,"Miami; FL 33126","9830 Shadow Brook Street","(997) 396-1254","ovprit@live.com",2008-06-02 02:08:39,"E"
"C0434","Ovidio Garcia Gabaldon",1986-08-03,"Arcadia; FL 34266","16 Bayberry St.","(289) 891-8370","jimxugle@gmail.com",2018-08-14 20:13:11,"C"
"C0435","Marina Gisbert Huertas",1984-05-19,"Daytona Beach; FL 32114","767 E. Gulf Avenue","(454) 330-7142","pthomsen@icloud.com",2013-11-23 09:43:30,"C"
"C0436","Nazaret Pina Sole",1998-02-02,"Miami; FL 33142","8711 Clay Dr.","(843) 779-5683","csilvers@sbcglobal.net",2005-11-23 09:43:42,"A"
"C0437","Valentina del Diaz",1989-06-30,"Riverview; FL 33569","359 South College Lane","(424) 719-6724","fangorn@optonline.net",2010-02-08 15:15:53,"E"
"C0438","Jose Antonio Lluch Gutierrez",1971-01-16,"Leesburg; FL 34748","656 Old York Lane","(849) 292-8635","cliffordj@msn.com",2010-11-11 20:36:45,"E"
"C0439","Maria Belen Ortega Alvarez",1997-10-26,"Hialeah; FL 33015","8272 Cobblestone Dr.","(477) 421-7045","fukuchi@verizon.net",2014-07-19 10:52:48,"C"
"C0440","Manuelita Barroso-Coloma",1986-07-20,"Hialeah; FL 33014","485 S. Park St.","(401) 825-3736","kourai@optonline.net",2013-10-12 11:49:19,"D"
"C0441","Carmelo Valentin Mancebo",1987-01-08,"Fort Lauderdale; FL 33311","170 Indian Spring Rd.","(305) 393-0553","psichel@me.com",2010-05-07 11:12:19,"E"
"C0442","Jose Ramon Nicolas Marco",1995-05-04,"Pensacola; FL 32514","507 High Street","(640) 477-1369","chronos@comcast.net",2007-09-21 07:43:01,"A"
"C0443","Ruben del Azorin",1975-12-06,"Hialeah; FL 33012","9080 Union St.","(225) 944-9455","ccohen@hotmail.com",2018-08-18 22:36:27,"C"
"C0444","Jordana Riba",1975-11-03,"Winter Park; FL 32792","9585 Cleveland Ave.","(818) 544-9992","quantaman@att.net",2006-10-03 03:21:27,"D"
"C0445","Brunilda Giralt",1990-03-09,"Palmetto; FL 34221","95 Sierra Avenue","(248) 248-7570","sthomas@optonline.net",2020-01-11 23:06:36,"E"
"C0446","Jose Valenciano Osuna",1984-07-14,"Jacksonville; FL 32207","7942 Winding Way Lane","(688) 689-4456","cgcra@yahoo.ca",2015-08-17 11:23:46,"A"
"C0447","Ines Gil-Miralles",1970-06-24,"Clermont; FL 34711","7043 Monroe Ave.","(532) 988-8123","szymansk@sbcglobal.net",2012-05-31 13:19:11,"E"
"C0448","Pio del Lastra",1982-03-30,"Kissimmee; FL 34741","8646 Homewood Street","(447) 481-7902","goresky@aol.com",2015-11-01 09:00:20,"E"
"C0449","Amilcar Valera",1993-08-28,"Sanford; FL 32771","452 Ridge Lane","(333) 864-8602","staffelb@comcast.net",2020-02-24 23:20:28,"C"
"C0450","Laura del Hernandez",1985-08-28,"Pensacola; FL 32506","9055 W. Gonzales Street","(350) 978-7967","jeffcovey@me.com",2010-04-28 08:11:44,"B"
"C0451","Encarnacion Iborra",1975-05-18,"Pompano Beach; FL 33071","7735 S. Marshall Circle","(316) 992-3895","world@yahoo.com",2021-04-23 04:00:48,"C"
"C0452","Nicolasa de Verdugo",1982-01-10,"Suite 3","Pompano Beach; FL 33060","(247) 429-9544","wetter@mac.com",2012-02-21 18:07:45,"E"
"C0453","Evaristo Loreto Ferrer Marino",1982-06-16,"231 Marsh Lane","Apopka; FL 32703","(843) 742-7308","dwheeler@me.com",2008-11-29 10:22:59,"B"
"C0454","Esmeralda Visitacion Menendez Aleman",1977-04-07,"2 West Vine St.","Miami; FL 33174","(770) 393-3543","mastinfo@live.com",2018-03-17 13:06:46,"B"
"C0455","Manuel Melero Palomo",1998-05-23,"62 Homewood Street","Port Charlotte; FL 33952","(949) 598-2771","sblack@verizon.net",2011-05-15 21:07:46,"C"
"C0456","Paca Verdejo Mayoral",1988-10-04,"95 Delaware Dr.","Fort Lauderdale; FL 33324","(699) 746-9159","ganter@verizon.net",2013-07-24 22:58:29,"B"
"C0457","Regina del Parejo",1981-04-05,"8133 Sycamore Street","Jacksonville; FL 32218","(844) 950-9259","dpitts@hotmail.com",2018-06-12 03:16:11,"C"
"C0458","agueda Gimenez Serna",1998-05-26,"8546 Ketch Harbour Ave.","Miami Beach; FL 33139","(787) 302-4699","sinkou@me.com",2015-02-26 18:02:44,"C"
"C0459","Anastasio Montesinos Garcia",1975-02-15,"8683 South Drive","Bradenton; FL 34208","(952) 745-8983","chronos@me.com",2007-09-02 07:21:31,"E"
"C0460","Marisela Quintero Quintero",1978-12-23,"17 Silver Spear Drive","Miami; FL 33156","(873) 828-7242","csilvers@gmail.com",2019-12-07 03:47:37,"E"
"C0461","Isaac Espada Madrigal",1974-07-01,"60 Lower River St.","Lutz; FL 33549","(943) 865-9127","aardo@verizon.net",2015-01-26 20:38:59,"B"
"C0462","Luciana Gaya alvaro",1976-07-02,"9661 Aspen St.","North Miami Beach; FL 33160","(668) 821-9575","cantu@gmail.com",2014-07-29 16:20:36,"A"
"C0463","Samanta Olmedo",1979-05-16,"265 Mill Pond Dr.","Miami; FL 33169","(456) 829-6689","jeffcovey@verizon.net",2005-03-30 21:55:57,"A"
"C0464","Osvaldo Atilio Jover Herrera",1972-08-17,"7440 Cherry Hill Court","Titusville; FL 32780","(224) 518-9412","lydia@gmail.com",2018-05-21 14:19:54,"E"
"C0465","Tere Montenegro Exposito",1987-03-26,"8958 Golf St.","Boynton Beach; FL 33437","(822) 587-3348","ubergeeb@msn.com",2011-11-01 20:59:13,"E"
"C0466","Nicodemo Alegre-Izquierdo",1978-03-08,"654 S. Jones Street","Stuart; FL 34997","(699) 407-0837","jshirley@outlook.com",2016-01-02 13:29:17,"A"
"C0467","Adelardo Chico-Cuesta",1993-11-01,"735 E. Newbridge St.","Lake Worth; FL 33461","(272) 549-4608","niknejad@me.com",2012-08-23 03:56:01,"B"
"C0468","Dorotea Diez Aznar",1983-02-14,"607 Cherry Hill Street","Bradenton; FL 34207","(887) 405-0872","punkis@sbcglobal.net",2013-01-15 11:44:11,"B"
"C0469","Donato Noguera Marmol",1989-06-08,"732 Prince Lane","Bradenton; FL 34209","(762) 491-8640","skaufman@comcast.net",2009-05-09 14:29:14,"B"
"C0470","Maria Del Carmen Benitez-Lozano",1998-03-29,"27 Grandrose Ave.","Port Richey; FL 34668","(368) 723-8977","kmiller@yahoo.com",2009-08-01 02:09:11,"C"
"C0471","Roxana Sanjuan Nieto",1998-05-19,"895 Sleepy Hollow St.","Orange Park; FL 32073","(698) 412-9077","hoangle@verizon.net",2013-12-17 06:38:49,"A"
"C0472","Primitiva Villalba Valenciano",1976-08-27,"767 North Miller St.","Miami; FL 33147","(302) 256-8455","miturria@aol.com",2010-03-03 06:22:41,"E"
"C0473","Aura Manzano Pedrero",1984-02-05,"7049 Water Road","Hialeah; FL 33016","(917) 817-2323","bartlett@verizon.net",2006-02-14 14:10:13,"B"
"C0474","Sabas Macario Murcia Quintanilla",1983-07-02,"17 South Court","Saint Petersburg; FL 33702","(272) 983-1657","afifi@icloud.com",2007-04-26 23:30:52,"A"
"C0475","Apolinar Falcon-Cadenas",1975-01-01,"9198 West Grant Street","Orlando; FL 32822","(334) 772-1013","keiji@aol.com",2009-12-23 15:36:15,"C"
"C0476","Horacio Gallego Matas",1996-10-29,"50 Lawrence Rd.","Tallahassee; FL 32310","(299) 772-6764","kramulous@icloud.com",2017-08-23 22:52:58,"E"
"C0477","Curro Canellas-Abad",1982-12-28,"858 Race St.","Jacksonville; FL 32210","(229) 988-7982","cantu@mac.com",2013-02-18 14:02:02,"B"
"C0478","Julio Corominas",1977-12-13,"93 East Longbranch Dr.","Hollywood; FL 33020","(583) 883-0821","wojciech@live.com",2012-04-30 15:18:41,"E"
"C0479","Dominga Olmedo Lara",1987-01-31,"19 Victoria Street","London","(464) 724-8248","dogdude@gmail.com",2008-03-20 23:14:49,"B"
"C0480","Norberto Cortes Coca",1998-04-30,"NW48 5MP","135 Kingsway","(468) 449-7481","tmaek@verizon.net",2007-10-20 23:27:53,"E"
"C0481","Juana Valls Ruiz",1992-12-27,"London","N87 3AI","(628) 943-0691","dmath@live.com",2005-06-09 13:39:41,"C"
"C0482","Ines Garcia Nevado",1992-04-28,"41 School Lane","London","(712) 908-2589","heine@gmail.com",2016-10-12 14:39:45,"B"
"C0483","Marianela Pablo Samper",1971-06-10,"NW31 7RM","45 Park Road","(987) 571-6279","ramollin@aol.com",2007-08-26 07:41:34,"D"
"C0484","Azahar Solsona",1970-12-31,"London","SE80 5TY","(929) 373-3828","esbeck@msn.com",2007-07-17 19:55:18,"C"
"C0485","Patricia Leon Grande",2000-05-02,"54 Kingsway","London","(734) 789-3855","tarreau@optonline.net",2011-11-19 02:18:42,"B"
"C0486","Inmaculada Moles-Verdu",1979-08-02,"N75 6DC","9746 Church Lane","(733) 556-5309","crypt@gmail.com",2020-06-19 07:38:02,"C"
"C0487","Piedad Casanova",1991-04-13,"London","WC57 1VD","(429) 856-2926","flavell@aol.com",2006-07-20 17:49:38,"D"
"C0488","Dafne Amigo-Arias",1982-11-05,"9241 Grove Road","London","(867) 348-9295","dpitts@yahoo.ca",2011-04-04 08:06:20,"D"
"C0489","Anabel Tur Llorens",1999-10-21,"SE50 2RD","16 West Street","(698) 662-7980","rsteiner@sbcglobal.net",2006-03-14 23:17:05,"D"
